ProductID;ProductName;Category;SubCategory;PricePerUnit;StockQuantity;SupplierID
d2a3e556-244b-4a92-a5c9-e68099bd71ff;Out Fruit;Fruits;Sub-Fruits-3;753;15;7524d174-62e4-468f-8b7b-b8e555f73638
f54373ef-e8d6-44b8-8c93-5b88c90df8a5;Key Mea;Meat;Sub-Meat-1;437;320;46b1ce1c-f956-4c83-8ffb-b00e7bf490b1
610589f5-2ec6-41f9-9346-7f84f75c9566;Loss Baker;Bakery;Sub-Bakery-2;822;114;67e1f5af-2202-41af-872f-95cc3e80709a
08928fcf-493c-4a7f-abca-615245a308e3;Against Vegetable;Vegetables;Sub-Vegetables-1;576;162;079860bd-d321-46fb-87e7-f666e857b731
775c8a15-5ece-4728-978d-22544a5df522;Get Dair;Dairy;Sub-Dairy-1;977;251;5c4feebb-7058-4aa5-ba5d-fde76d27de21
0b3f040c-2cd4-48f4-b5dd-dc3a588ae3eb;Window Snack;Snacks;Sub-Snacks-2;375;30;6873fdfe-eeae-4fe6-8401-8a55246c0872
0629219f-2176-40d7-8765-4aa1024cf4ac;Room Snack;Snacks;Sub-Snacks-4;353;299;6b79f758-cda5-4b19-9cd0-157a8396f73d
cd0260b8-01cc-4326-aff6-ba4ecd15d083;Standard Vegetable;Vegetables;Sub-Vegetables-3;79;141;d22c6d75-89a6-442c-aaa6-a0e3d4763f0f
081878a0-109a-42f2-a09f-638a59e18ff3;Ok Snack;Snacks;Sub-Snacks-1;696;61;0a82e1c8-f758-4f44-a3b1-43900b3d4650
71b615ab-4d03-474a-85f8-20e0f1bc1df2;White Fruit;Fruits;Sub-Fruits-3;612;419;8f8ab2b3-a979-4768-8f48-7d0182f3e6b4
089d2e9f-0785-4cb7-85dd-b002fee30c9d;Real Mea;Meat;Sub-Meat-4;175;158;703961ac-8af3-4ca1-94a5-4fe8f1972c3d
97db27c4-b646-4064-81f7-f5bed1e26e2a;These Fruit;Fruits;Sub-Fruits-2;43;416;5a6d40ff-5752-4605-89b5-12bdc59d8d49
078a229e-434f-4036-8445-a8b26bfdf887;Community Fruit;Fruits;Sub-Fruits-3;419;461;12940219-a679-4c3b-a4a2-1a9a1892e49d
79aafebe-36bf-43f2-8278-c795a1dc37eb;Not Fruit;Fruits;Sub-Fruits-4;795;112;73550060-3b7b-4858-ae63-ab265ca90be9
2b290c09-f79f-45a4-bef8-9ab381037d6f;Push Mea;Meat;Sub-Meat-3;226;344;d4e05b71-67df-4d16-baf1-2c1e747fdb8d
3f021fba-b86a-4112-ac5f-d04ef7e1bcc7;Keep Baker;Bakery;Sub-Bakery-2;459;34;96f2ce95-e1a1-457f-bdac-a304b06a8521
e7631f67-8576-4917-8d5c-946f5518bf2a;Student Dair;Dairy;Sub-Dairy-2;121;478;12434137-f728-4c93-9c84-a013c2258beb
e1d6b9c3-f542-474a-95c9-ea7d5e2f123f;Close Vegetable;Vegetables;Sub-Vegetables-4;757;363;da65489d-5b0c-4c4c-9a98-6c92a29f0aef
2116f4c6-8d02-460b-bded-7af449ea246b;Show Mea;Meat;Sub-Meat-2;348;378;640080d3-4d06-4985-b2a0-82de003b91fb
dd8d9164-0a54-4e08-805e-95b663045a14;Yourself Snack;Snacks;Sub-Snacks-2;316;29;a1e5510c-ba27-43ea-83a0-baf71f191824
cac0292b-104d-4346-b01b-2e845c398881;Hot Mea;Meat;Sub-Meat-1;88;382;f172322f-628a-4e7c-a8a2-3d932b2ea546
9f9468c6-2345-4c3d-b337-f21077365f27;Despite Mea;Meat;Sub-Meat-3;961;308;8c30c440-3ed5-4e9c-b665-a350f15a7934
9fadcf5a-e87c-4809-8e98-9ddb4512b268;Management Mea;Meat;Sub-Meat-2;389;120;a275d991-5de1-4a44-ad97-aae58a221ca6
22fdf945-a880-4e03-aabc-35e691521ddd;Social Vegetable;Vegetables;Sub-Vegetables-2;959;205;6a13ea5a-da42-4f25-9e31-f392eea4e9ec
293f3fe1-ea92-41aa-a978-acfceeae4548;One Snack;Snacks;Sub-Snacks-3;210;223;f7163f72-4c31-4374-a4d2-0a5b64decc41
dc15801e-afd1-4831-8ceb-9a96c8ac01ce;Community Dair;Dairy;Sub-Dairy-2;330;484;a1c8ea5f-a8d6-4f99-be4c-478ffd0146e4
82666371-8961-4922-a4be-ce0149aabda9;Discuss Mea;Meat;Sub-Meat-3;908;442;f79edfa2-264d-412d-95b8-6c373661614c
974a29ca-94eb-4f84-8f3e-2fe92887a269;Pm Vegetable;Vegetables;Sub-Vegetables-2;276;365;93a266f3-405c-420a-bd6b-36f0a585c9d3
7c36545c-dedc-4428-a5c0-74033a7ff63b;Management Snack;Snacks;Sub-Snacks-4;316;177;27aac3d2-1aac-4002-ad0b-3f54bf206b7d
df089cda-bda8-448e-b495-f65eda39bc2c;Soldier Dair;Dairy;Sub-Dairy-2;967;32;26fb39d5-c339-46cb-9afd-cebcf7d6e3d7
714b58cb-2713-4729-8bdb-1127ace287ab;Positive Dair;Dairy;Sub-Dairy-4;425;72;df76e1c7-6d85-48e0-907f-4c61e1169670
5621202a-8bd4-42b5-8fe6-f8d07c52b775;Weight Snack;Snacks;Sub-Snacks-2;87;455;b8f297cb-dbd4-4a34-a08f-0d9e3328889d
8f2e0458-e88c-43ab-956e-21de8e411f6a;By Baker;Bakery;Sub-Bakery-2;862;69;9b431c59-d045-46e9-9fb7-791ed389d3a0
d0f30365-6ccf-4a43-9e95-0d785650e753;Sister Dair;Dairy;Sub-Dairy-1;723;259;4297172d-6373-4f83-b4c8-31e2907cd128
145239de-d250-4d51-b078-eaa3090c0db7;Four Fruit;Fruits;Sub-Fruits-4;781;443;f2ffe321-9154-4c55-94b6-899828c55846
d397d091-afee-47fc-a3b8-bfc5662281b1;Activity Dair;Dairy;Sub-Dairy-3;102;223;3ec25641-b356-4a1c-94ca-622f14b9d1f3
6d478814-944f-4314-a468-86d314bc28ac;Education Baker;Bakery;Sub-Bakery-2;818;138;8477be3e-a234-4b62-840b-4a416fe29b1c
f48ce7dd-6095-4fc5-8eda-9e78d003a4df;Ago Mea;Meat;Sub-Meat-1;721;134;32434d44-c153-4b80-9f6b-3551b9c57d40
8a6e9df9-5752-4a87-a803-cc7d0948ea5b;Operation Dair;Dairy;Sub-Dairy-3;905;65;2952f7c4-9a60-437f-b0e8-3ca2aa4bd370
6063dc9a-5074-4753-9823-edff3ef500bb;Laugh Snack;Snacks;Sub-Snacks-2;12;373;70c9e7ea-7220-4884-b257-452f22bef61c
cc76fa80-21a1-4e86-a87b-42794cb85a1b;Surface Dair;Dairy;Sub-Dairy-3;775;141;ac556c2f-c9de-43ef-8e3e-f4fc666d5e5d
3014be56-9a9e-4aee-972f-8c0e8eddbc6d;Control Baker;Bakery;Sub-Bakery-2;429;27;8ca61dfd-3028-4859-b5fc-5d09a7d5cd8f
c036f403-eb0e-4426-ac9a-2f6bffbf3b10;Want Fruit;Fruits;Sub-Fruits-1;115;364;b9b30679-5274-46f1-a121-9938eb48619d
883e8e8f-f279-4112-b223-e3ef5add761a;Become Baker;Bakery;Sub-Bakery-2;368;218;7d255ace-e46a-438f-a01e-f159eb4176fe
9e32df56-6887-4aa1-8d80-9de92609d0ca;Drop Baker;Bakery;Sub-Bakery-1;311;109;453d922c-ed56-4204-85d4-b30852d4a266
5cb0977d-1812-464f-ac78-bf654f0054d6;Window Mea;Meat;Sub-Meat-1;54;473;8b9a8c25-5627-4957-9910-c29678e345d8
4704612f-42a7-4dda-99cb-eb47f450221b;Choice Mea;Meat;Sub-Meat-3;884;176;1dcd8875-a251-4407-bb07-a7cbe4358985
f52fae18-d22c-4e36-8bbd-56cf7fd71172;Establish Snack;Snacks;Sub-Snacks-3;229;437;bdbfb79f-d167-4781-8268-2567e58fe342
f1fce7a0-1200-49d6-894d-fb101d46f2d3;Moment Dair;Dairy;Sub-Dairy-4;654;162;a61d8bba-0c8c-4f7c-936a-94b3c5bf3c61
c19d6281-7c7f-49c5-98d4-64cc08cd3882;Suddenly Snack;Snacks;Sub-Snacks-4;750;208;46679b5b-04ad-4906-bfba-845a69cf56c7
9cbc03e1-9d98-4e07-907a-c40f8f0a4377;Care Fruit;Fruits;Sub-Fruits-2;854;428;188c9d2a-dddc-42e2-a59a-f1102dc26919
6d1f98b7-258b-4124-b1ab-f92d9be553d2;Partner Mea;Meat;Sub-Meat-3;661;154;d5365a69-c423-4f28-8eab-09cb8dd6a32a
0bc30906-239e-45f9-ac56-da421ac3e71d;What Snack;Snacks;Sub-Snacks-4;554;322;8bab2cf9-7776-46f6-9e04-cbffa933d1c4
6bff1063-47e4-447b-92c9-4a7c99a7958c;Recent Dair;Dairy;Sub-Dairy-4;5;32;536e333c-caec-47fb-b9dc-702af55472a5
3a2098ef-4fe1-48d6-80a5-df9fed22d11c;Party Fruit;Fruits;Sub-Fruits-3;504;270;54923d81-d4c1-47b5-bd9c-cccae3286f73
c938e0de-cb6b-4929-87c6-ec1fa6fb76a6;Tend Mea;Meat;Sub-Meat-1;526;337;f365cda6-8bb5-4ec0-984c-c950580c4160
a527a825-f6d3-4fc4-8876-1c3a3d7b95de;Yourself Dair;Dairy;Sub-Dairy-1;558;453;403297e9-0b20-4256-b44a-c619798951d9
46678d62-8c3f-4827-a27b-f7565f4c3e61;Why Vegetable;Vegetables;Sub-Vegetables-3;875;174;4a38a00e-3913-46a1-a2bb-896a3d877ac4
6da7bd1d-2733-4d90-a128-d06fbcfc5fec;Court Mea;Meat;Sub-Meat-3;5;455;bd5fc32a-8697-4120-8488-3352bc36188c
fe5eefb3-0143-4c2f-a092-ba71d9b81198;Article Mea;Meat;Sub-Meat-3;666;29;f0e9b07a-5031-4950-8895-5e4f28290f8c
78877c56-7e7d-4390-9003-ba380b11c218;Wind Snack;Snacks;Sub-Snacks-3;831;498;5f23af2b-90e2-45a7-b4d6-f02d3fbf2ab0
b1a2946f-475d-461f-9059-449bd4cc6c86;Blue Mea;Meat;Sub-Meat-3;212;426;d4ff3cdc-77c9-4451-ba73-409cf9505230
337496d6-05aa-49e8-9603-ef5abc6b4bc5;Believe Fruit;Fruits;Sub-Fruits-1;745;326;117beff2-a154-4308-8876-ad22f49dbe67
68cd0831-876c-4c49-8762-b35e1488bdf9;Something Fruit;Fruits;Sub-Fruits-1;823;139;20e7ae5b-6227-4bce-ae0c-2eecc827acf9
4a861a2a-183f-4445-b5d6-d03c3620529d;Reveal Mea;Meat;Sub-Meat-4;708;333;4a5ff37e-ccbd-495f-ac13-6b5daff55ba2
142d4818-4937-426b-8e6d-db57c4c63c40;Early Baker;Bakery;Sub-Bakery-3;298;485;3b664587-1c3b-4b2f-8af8-71943b930b01
377e5882-217f-44b0-820e-ab04ae484ce5;I Mea;Meat;Sub-Meat-2;595;204;589c3f74-17a8-418d-b9ee-bb951086b529
9f052469-fc14-42fc-abea-80562c192951;Take Baker;Bakery;Sub-Bakery-3;807;487;8a481aa4-7f6a-42f1-99b2-5d05b4e9f096
fbba7896-1020-4e80-8b5f-cb09af9e16aa;Think Mea;Meat;Sub-Meat-3;590;21;928804db-1b21-4569-ad4a-64c7bf49a374
8f542bab-c35f-4119-98ef-3e8e91b9e885;Series Fruit;Fruits;Sub-Fruits-3;732;105;4c51b8e2-4fcf-4b0f-821d-83769c2adefe
30431e11-c98f-4580-adf0-5dd963527717;Stop Vegetable;Vegetables;Sub-Vegetables-1;541;112;580c41ab-8c54-46c2-96c1-910750fb55fd
4b2b0e64-d7dd-4048-a3b8-5bf8136a70ad;Institution Fruit;Fruits;Sub-Fruits-4;334;210;7924f107-ccfd-430f-901e-326cfcef5926
88ca78c5-db4a-498a-bfec-a8ff169ff7b0;Everybody Dair;Dairy;Sub-Dairy-4;222;397;5102485f-5fe8-4fbe-b6f9-84db2553312f
bb4d3282-c050-4178-9d76-f6681be62641;Live Snack;Snacks;Sub-Snacks-4;447;150;9b53f335-04f4-4dae-ad91-628ed497df78
230b2c98-eea2-4e1e-b4b0-bb4df50ad9a2;Ten Dair;Dairy;Sub-Dairy-4;448;54;0f15a674-573a-4596-b293-c5b21f9b7490
41d478e6-2798-4a05-b36f-8b12a5e3acc3;Particular Baker;Bakery;Sub-Bakery-4;208;63;3f5df3c5-304f-427d-80b6-afddbd1b057f
30354d6b-b511-4120-8e62-7eb74772fb3e;Fall Snack;Snacks;Sub-Snacks-1;253;266;a5ec36e2-30f4-4986-b228-390dafcb1f7d
c474bc7d-26d7-4d73-8fb7-45745fd0a37e;Ask Baker;Bakery;Sub-Bakery-4;635;460;66a3954c-d0ed-497d-abf9-8a4d30a702d9
61a38add-de28-4bc1-9641-5d06ac4668ae;Once Dair;Dairy;Sub-Dairy-2;884;92;ebfae2b7-91d9-4806-b801-d5e287ccd00f
30bb25e4-84ce-45bc-b682-d5216503ae80;Clearly Fruit;Fruits;Sub-Fruits-1;160;229;dae3f0c1-d0ce-4f5b-91ae-5703fd23073a
b8aced22-3877-4756-ac1e-6f078d5b8f48;Account Vegetable;Vegetables;Sub-Vegetables-4;927;266;42921dcf-10e9-4b64-9835-72feb4517bdb
d1c8afc5-4c31-4c91-8dff-090c80b53a01;Old Baker;Bakery;Sub-Bakery-3;839;242;b01cdb4b-0eac-46de-b00d-e28b6f1e2ad2
6aac2b7f-1083-46d2-b058-4698223a7e2e;Rather Fruit;Fruits;Sub-Fruits-1;526;430;570070cc-7a7a-40f4-8256-8284db78f195
0297061c-1241-4540-ac99-ac6a44fa507e;We Baker;Bakery;Sub-Bakery-4;437;146;6341baf6-d590-400d-bed9-f684c1ef513d
71f8b529-64ac-49d9-a3f7-4bb12fd58137;Face Snack;Snacks;Sub-Snacks-1;46;87;0f59a3b8-c020-49f6-96cc-5e6c449c7506
f8347966-ddfd-4cb1-acfa-6e41483150ba;Our Baker;Bakery;Sub-Bakery-1;489;386;30c3b8d9-c688-4c61-b537-4245ebd2175a
97116bff-778f-469f-bf65-f4b40f694fe9;Mrs Vegetable;Vegetables;Sub-Vegetables-1;933;28;7ba1efe7-210a-4183-b509-e4b428a4fbb6
b3fd705d-e623-4771-bb09-df771bfbcf26;Course Mea;Meat;Sub-Meat-1;925;174;f56d102b-e0cf-4e35-8c62-b7785d8de31d
9bb96185-938a-4341-8f91-a53b784f9a7a;Allow Mea;Meat;Sub-Meat-4;352;127;92adf96c-dad6-44e2-b636-6c075ab67905
f36e03f0-d34d-4c5e-a9d0-2b28215838fd;Nature Mea;Meat;Sub-Meat-2;83;171;0c76777c-ba0e-4006-8265-115310393304
51eafc2f-3b85-404c-8ecf-435501295e09;When Baker;Bakery;Sub-Bakery-4;43;57;5134027b-3481-4874-a43b-28f2c8b4afb3
73ed8f50-e7e8-47d5-afb2-0dae0bc8f224;The Snack;Snacks;Sub-Snacks-1;552;411;96adcb42-f302-46f9-85b6-0a92fc86513a
20721d3e-5bc6-468e-baf2-fba124d50d41;Through Dair;Dairy;Sub-Dairy-1;747;136;75b2f47a-93db-4820-902a-7f63bc65eeea
564daf51-5f3d-4a3f-a4e8-82d37341f474;Gas Mea;Meat;Sub-Meat-3;809;294;b9abe955-6b9a-471f-a82c-0746873ae5c0
0006853b-74cb-44a2-91ed-699aa31c5b5b;Particularly Baker;Bakery;Sub-Bakery-1;205;365;833a86c4-88c3-42cb-a39d-8c71ce831563
ef8b3541-8616-4339-a9ce-6b65ed2b0ee2;Together Vegetable;Vegetables;Sub-Vegetables-4;600;232;131fdb85-a22e-4148-95ad-d5ca03dd9099
7809f5c4-72a8-40e6-b484-236086c3c600;Operation Dair;Dairy;Sub-Dairy-4;432;378;cc922bc4-a628-49ae-b4f4-9e2719279fa1
ef10ad86-ef43-4646-a379-b229e4293515;Prove Vegetable;Vegetables;Sub-Vegetables-4;280;47;70e3c7fb-95c1-4cf3-a4a3-9f21540a45e5
a857f89a-2041-4789-aabb-1d7929230b94;Early Mea;Meat;Sub-Meat-2;136;445;c7bb8682-8df8-44b2-8b57-35361bb5d3a1
3d530e85-19fb-4da4-8672-0ce13e0daa73;Five Snack;Snacks;Sub-Snacks-1;444;338;3c61f793-eadf-42ce-8bfe-a1575b7f6d2b
1af2fbe8-a147-4257-a9c6-f344605f0d75;Suddenly Baker;Bakery;Sub-Bakery-1;817;121;0b5bc575-bf47-435d-af71-fb94c0e6c505
436f6af2-59eb-48b7-8ceb-281ff9f5a63c;Fine Mea;Meat;Sub-Meat-4;984;464;d935c38f-7b94-4c71-8116-c3bc0dd32688
565f0a41-9c04-4079-8499-37da3582c35a;Until Dair;Dairy;Sub-Dairy-3;276;226;d90131a8-c918-425f-b145-e8cae51a2449
3ebbc5de-9941-43d6-8305-e196fe8dfee8;Effect Mea;Meat;Sub-Meat-2;926;277;a26b7f30-16ae-44a2-bdba-01962f6df271
4e0b0148-872c-4c04-a238-9d0187ad2504;Weight Baker;Bakery;Sub-Bakery-2;786;34;2417f9b4-540f-474e-b105-6b78503815f8
9ad80fc3-5f58-480f-9f15-d3d28731a66b;None Fruit;Fruits;Sub-Fruits-1;604;364;e7b4fa4a-16c0-4fec-9dce-e64a4364b91f
059541ff-a15f-4d6d-8a5b-860bbae25715;Almost Snack;Snacks;Sub-Snacks-3;517;228;25fd68c5-8985-49cd-8666-154fa374037d
0ff68986-6dde-4494-bd75-88bac4160a7e;Important Fruit;Fruits;Sub-Fruits-3;492;352;40499415-7d85-4c75-b5dd-db3f50a446f3
1c9a5e6a-c81a-45e7-9e2a-e0e138bc77c3;Now Mea;Meat;Sub-Meat-2;802;484;9581f0f2-de8f-48c7-aa04-e62f34151243
63f2ab66-accd-4958-a654-7519c5314c39;Challenge Baker;Bakery;Sub-Bakery-1;562;213;cd0c0809-b5bb-4a38-84b0-0a6fb0021a3a
4abcaf84-e7fe-4efe-89ff-365a58054e33;Example Fruit;Fruits;Sub-Fruits-2;580;260;31a57ce4-8acb-4406-add9-ec7015d2f1e1
1d6e5c7d-c0a5-437b-b240-4a927041849f;Whatever Vegetable;Vegetables;Sub-Vegetables-2;385;335;dbe8976f-48c6-40c2-8938-e792179e692c
5ef15a39-43ca-40a5-b107-46c74ec2427f;Research Dair;Dairy;Sub-Dairy-3;728;232;9b5fdd34-a5e7-430c-bb41-26fe4cebb837
c0c6a283-d4fd-446d-9051-03d2a0d43498;Side Fruit;Fruits;Sub-Fruits-3;963;245;5abde26e-4c8b-4397-883d-7492844dd6f4
fe9edfbc-247b-44ab-b83c-a74894d14b3e;Policy Vegetable;Vegetables;Sub-Vegetables-1;671;203;7becfc86-45f5-4725-a021-a4d75aba4b45
2b3faef0-ce64-475f-8e18-8249eda49f7b;Those Baker;Bakery;Sub-Bakery-2;633;158;fee96902-748a-40b0-92d2-4e5bb2b570c8
701f232b-37f0-40f6-91eb-aaf3241a81e6;Character Mea;Meat;Sub-Meat-4;619;374;bdbdc5bf-eba0-475d-bd62-f423fb1af563
762acfac-b2f2-456e-85f0-ad697bc5b8ad;Your Vegetable;Vegetables;Sub-Vegetables-1;630;336;8e9209a5-56f2-4b4a-a11b-30459a0205f3
0219aafa-5dbc-4d92-acd9-8a78b4158651;Enter Dair;Dairy;Sub-Dairy-3;912;266;2a9672b2-72da-4b3b-81a3-0d4be445b42a
7af24425-a5d0-4d26-bff5-c8066b6b2a23;Issue Fruit;Fruits;Sub-Fruits-1;794;154;e4258d46-811e-41e1-92f3-68e50ca2cab6
a2473932-153a-42ba-ad1d-42ce06a2a3bd;Talk Mea;Meat;Sub-Meat-4;398;326;833fd3eb-bbc1-41e8-9ec8-a11ccf96d256
b59590c7-c1e0-47c5-a99e-eedef51e80fc;Ability Mea;Meat;Sub-Meat-2;785;271;eeb7c7c2-04b8-40ce-834d-5ef33bd3f479
08c1329e-6ab9-45b0-a191-f172e5b1e99f;Political Baker;Bakery;Sub-Bakery-4;520;145;f9f06b9d-f479-40b8-a6cc-97f3c95c5830
fda8e577-89d4-4c8a-8ab1-3b13d7c1af19;Common Vegetable;Vegetables;Sub-Vegetables-2;214;35;965fa73f-9ed4-46e5-870e-d6b857156083
b1cd48d2-3b21-4c9d-b831-ddd811cab983;Research Snack;Snacks;Sub-Snacks-3;621;116;e49aef6e-539b-46d3-b4f9-198cd9c73b57
b9d4c4b1-d499-4469-a1ae-219c9d587044;They Mea;Meat;Sub-Meat-4;560;398;88aef4e2-cba8-4ec9-a5dc-44efcafc9293
4419f509-26c0-439b-b8b9-3d73fe8fedda;Finish Mea;Meat;Sub-Meat-4;497;162;8115a8fb-a37c-43e0-b914-597d239bf085
5ea56bc5-5063-4d3c-838c-cd61506fa9de;Enjoy Snack;Snacks;Sub-Snacks-4;131;425;6710d02e-62e0-4d12-821b-4fc81a6ffa30
9d222301-106b-4d1a-b553-d92675fcb35f;First Snack;Snacks;Sub-Snacks-3;4;379;4dcc5b3d-614b-40fe-b6db-b34027170afe
5af7af56-f997-43cf-9012-97ad34bc9c9a;Against Dair;Dairy;Sub-Dairy-2;658;208;71eb9026-c9f7-4241-acd6-5830efc016ba
b4e911e9-1e68-4748-bea1-5ee571191136;They Dair;Dairy;Sub-Dairy-2;703;305;8c162db3-d71f-466a-8ba5-2448c28227b7
46c2e05c-1974-4783-90b9-a5b3885ce53e;Relate Snack;Snacks;Sub-Snacks-2;479;150;70d223c6-2601-430b-a4a7-7253d35a766a
02c7c358-da33-4586-8e32-5e459b7394fc;Early Snack;Snacks;Sub-Snacks-1;967;131;ba8f689a-c553-44f2-a2b3-93c8d435eecd
251aad65-afe5-40ec-add5-f9c9b549a6f0;Morning Baker;Bakery;Sub-Bakery-4;260;220;969b1426-05bb-424f-ac3e-bd1c47eeae7f
cf82678e-6b89-49d9-b654-7043e083726a;Expect Baker;Bakery;Sub-Bakery-4;805;396;2e9a1334-c4ea-4928-a709-f067c6804703
b30d65ec-1103-4a6f-88ca-b495ccc886bd;Time Baker;Bakery;Sub-Bakery-3;345;241;f76d5f50-3960-4fa5-8ea0-d641f1e9a845
402d0741-5b94-46e8-a78b-dee6c26c1136;True Mea;Meat;Sub-Meat-2;34;377;8d5263c8-b30b-4a7e-8c48-005d296b55a6
acf1fc59-9a32-4a4e-abad-06740dc14021;Understand Vegetable;Vegetables;Sub-Vegetables-3;19;148;ccdc0776-5949-470c-8446-7da9692be15f
f34f6d06-fab3-4841-b311-2e853b2f4575;Center Dair;Dairy;Sub-Dairy-4;88;470;2327cc96-dc57-4d0a-9079-6e685fa041e1
ffae20c3-cc92-4953-a2ea-711fbe9b70e5;Option Fruit;Fruits;Sub-Fruits-3;710;290;acd3d8ae-ab03-420f-8ea8-f63bd5fe98a3
bcf5cc36-0e00-47d4-ba0f-21f784b82b0f;Act Snack;Snacks;Sub-Snacks-2;852;393;433c35ed-375a-4445-b045-fd36bc1c1f1a
78afc4e8-2016-47d9-88e3-658ddd4d67fb;Age Mea;Meat;Sub-Meat-2;596;269;bac1add5-3bf2-478a-9ead-caffe01094de
a01bde5b-2c7a-4aba-9a2b-abf2c9f97751;Benefit Baker;Bakery;Sub-Bakery-2;523;338;e81bf0ed-1e93-452f-88b4-25eccecb1772
0e737dc3-f853-4269-aecf-2768af66ad54;Population Dair;Dairy;Sub-Dairy-2;908;230;c49d6030-30ab-404f-ba3f-7cddeabd4cbc
9d7863e9-24aa-49b8-bebd-66f55ef57c4c;Magazine Snack;Snacks;Sub-Snacks-4;52;307;43e38dc1-8370-4e85-b9a3-787d7b73f3d6
c2f06c05-0626-4ff4-9797-1fe87a61f517;Major Dair;Dairy;Sub-Dairy-4;371;264;c7d9123a-62bf-4b3b-a713-54d501d90459
0fd54576-f933-4c77-8c7e-d5d482ff2e4e;Push Snack;Snacks;Sub-Snacks-2;629;384;6ca1c9b8-4b17-4207-ae90-1eddc5d3c697
550f54f8-99fd-44ad-a642-89a49e63b694;Show Baker;Bakery;Sub-Bakery-4;101;262;b593ede4-54de-4c4b-b6c5-26898d7d2035
7d5b7352-91b2-4384-b449-fe66f8b4bee1;Attorney Dair;Dairy;Sub-Dairy-1;702;339;a4a97762-0606-4419-a156-85fc31918054
ae4d5e32-7ccb-4daa-bb63-0030e2ae5e66;South Fruit;Fruits;Sub-Fruits-3;905;403;12a63ee0-65f6-4cae-9573-53cc9a7ee44d
526969b1-f60a-4ccd-906a-20e8888a13ec;Character Dair;Dairy;Sub-Dairy-4;634;367;e9774be9-7da8-43ba-a90b-8d73781d0ddf
d1426f37-0673-4e5d-8c9a-bb6fe2e5d819;Player Snack;Snacks;Sub-Snacks-2;405;218;eb2e613a-067e-4b25-b9f5-838ea633c37d
f1980b75-48d4-4693-b814-e686a79d55a8;Nothing Vegetable;Vegetables;Sub-Vegetables-3;754;30;c11e72d9-9b28-4920-ade8-a5bf7bb35d81
99164df3-0eb6-46d2-afdc-f39c41ee02e3;But Mea;Meat;Sub-Meat-4;103;192;7f74be56-b9b7-4f5d-b740-fe814f153856
57893364-125e-4c30-82c6-ad91a0fed65b;Fall Snack;Snacks;Sub-Snacks-4;787;237;7da860a0-f1e6-4fa7-8ed4-6c41d69f0744
c4c0d247-e25c-45ba-83c2-0cad5e38bad0;Local Vegetable;Vegetables;Sub-Vegetables-4;810;152;09a90317-f5fb-4b8b-846c-edf392dcad06
0849a082-77b2-48c0-baa8-4630ae1c4edc;Song Dair;Dairy;Sub-Dairy-4;390;294;3277efc6-ad92-455a-bffd-c0db6a06f2ad
ca33935c-6a1d-49c9-9f4b-6f2de7979df0;Door Dair;Dairy;Sub-Dairy-2;812;489;5d905a13-6e95-4142-8b11-a2c3dc1e5ce6
