OrderID;CustomerID;OrderDate;OrderAmount;DeliveryFee;DiscountApplied
2a7e7cf1-6a39-49fc-aeb2-388b705c9214;9da7059b-af79-4a8d-926e-e6f34e625cbf;2025-01-01;9985;345;37
3e5762d1-18e9-4eb6-9dde-8e9a2b416bfc;f707bfca-5aeb-4425-b2e2-b0df5279639b;2025-01-01;1651;359;31
2e6c7334-3cb4-4151-afb6-3ee2bfdf8ca7;cac82456-4256-44a5-873d-fdd0b2bdc230;2025-01-01;7417;208;6
65f599b0-dabb-479c-a07e-2ab3671602f3;b29586c8-2162-46b9-9d98-124ef8edd527;2025-01-01;2305;330;4
dc872c5b-314b-4f99-8ab8-d234808f3d13;c578a6a8-4eb1-4e6f-96e8-368846e50844;2025-01-01;1668;169;52
a4efe336-d74e-468d-a0c8-f9c85768f7ca;25d097ed-131f-45c2-9a43-62595431f115;2025-01-01;5008;647;58
e2cbb43e-2a65-4b9b-9f2f-6f5858b36076;93d91e58-ef3c-4566-8c45-f9171dfeb4e9;2025-01-01;6554;61;21
04e7297b-8c82-4716-9d57-4caa04818574;3b4cb02a-2f76-4b56-b30e-023abc6e31b6;2025-01-01;2721;767;62
922fe7a1-dfc2-47c4-9c2f-a2eef1d9aff3;2d024546-7214-4d87-b299-722e9594bf95;2025-01-01;4725;583;20
86e3ffda-b5c5-4c59-bf11-551eedec6f4d;a6a4c7a1-630c-493b-9aef-e1cdc058eb54;2025-01-01;4677;383;41
b0ebdf7d-2c8d-44df-9bf4-f4623750bf74;79c2f3c4-3de4-49e0-aaec-700c780004a3;2025-01-01;1524;838;93
c4cb3ac3-8ff3-403d-9f87-e5ec13ff822c;3720a8b1-5fff-401c-a537-e77eb93ed4b5;2025-01-01;5788;268;54
da66f18a-e661-4938-9dc9-6f22bf1a359c;25155412-0b65-45f9-82ff-e8ceb45172a0;2025-01-01;6485;59;9
6873cb29-304a-4618-83d1-d3a4368d4596;21d2282e-03e6-43a7-9427-2ad0fba77799;2025-01-01;4739;897;29
70fd4b0d-58c7-4dd1-ab2c-a4abf14f144e;f43e0a48-d4ba-498a-8ba4-1732b34ee3d8;2025-01-01;4102;93;27
e2d08ec5-4b03-4be6-80b4-c15b098b2dbf;3e63a157-68da-453d-9ade-6e6e0f3b6217;2025-01-01;8278;602;26
df8c7a9b-1ff7-44fe-819b-456c85cec835;f06ae607-867c-4ba0-9dc2-60b6e9605891;2025-01-01;622;646;54
203f298f-5717-4cab-915d-80b9e2f00794;bf2cb4c7-ef6a-4852-83a0-c6d0f75b20a8;2025-01-01;2870;919;41
88bdaf53-3a4b-4d36-b5ba-4e354a4a47c0;ae204e79-e6f4-4c04-9a52-e5664c89699f;2025-01-01;7959;725;14
1009d070-c2d5-42a1-8fcd-903984482186;e0458722-01c3-4c5a-aea6-14af5373d488;2025-01-01;4468;902;77
643ff18d-5261-437d-9267-84b873d93da8;f707bfca-5aeb-4425-b2e2-b0df5279639b;2025-01-01;30;371;39
65b43cee-27f3-4ddb-a181-ee4f6466e608;3fdab2e9-d2ce-4630-951c-25d54391236c;2025-01-01;9846;114;10
6b006811-372a-4caa-833e-cdf98fafcdf2;f231724c-1e94-4719-8a1b-fba5ea0030d8;2025-01-01;389;549;5
aaad5efe-d22e-4588-8a2a-840aa9034f44;65e69ff4-0a19-4c0b-9667-e14316502d2f;2025-01-01;4165;856;66
a0882eca-cfb3-4348-8c3e-7eca62039f47;38b1b216-5f76-473c-9686-80400d72f5fd;2025-01-01;3315;880;15
6dc68fc4-900a-446c-b72e-1a1240e74a30;ea4a69ed-59c2-4d84-b930-6dc962fc00b2;2025-01-01;364;873;82
6b65ff4f-0139-4383-9c85-6b1244696743;704f402b-79a4-4978-baed-87b4f4db8ffa;2025-01-01;853;328;87
f48b7c76-2937-4164-bdd0-9327f9e3801f;9b2eefd1-7ad8-4698-a0e4-2b0890f0ea5f;2025-01-01;3967;257;33
388b9d03-66ce-4321-aa4a-c7cacd709349;de8a7fd4-352e-40d8-a256-4734c0254241;2025-01-01;1010;577;54
cc8d177b-c835-4cbe-9134-38aec3acd723;1d53243d-61dc-4cf2-b23f-13d02a321a55;2025-01-01;1716;904;58
30acc42b-bc87-44c0-a60e-3e1912e1e1c3;ccc3d9a1-5c5c-488c-b2df-7acbacd5a659;2025-01-01;8888;985;9
08e0be13-ab8f-4e26-a08c-c02eb599694f;40f497a4-dda1-47e8-aab5-946e1b3b64aa;2025-01-01;7115;898;24
a06ad0b9-2484-4cec-ae01-5fcb9e8f233c;6c9b2285-dc44-467b-9b48-98ca1b706272;2025-01-01;2032;721;42
15b80e10-2b7b-460d-872a-53f36d71d790;6ac40e1b-5d71-4767-871f-8800b928bd75;2025-01-01;4639;125;24
7cb79f3f-6319-4568-92cd-bdbf772998de;d9169a3d-d07f-4edd-b1d4-bb32baa23405;2025-01-01;5364;707;23
bff3daee-8974-4a09-8a25-a1ac96f1a706;e33d2572-627f-47f5-bd81-c4084ff32bc7;2025-01-01;5118;846;48
75c62feb-5f01-468b-9d69-82812c428200;c077aa34-00c4-40b2-8870-e5866d4c9a98;2025-01-01;5779;810;31
2d2b7d77-e760-4f88-ac7f-a8c6da548e66;3219cc8c-7eac-4963-9ed0-b3282a6cb86f;2025-01-01;7744;836;70
3c30e82b-8948-4a4b-b4b6-1010db8529c8;f4269db2-909a-444e-9d2e-7fd7463b3f0d;2025-01-01;3830;227;62
a73bbef4-21c7-415d-ac52-b6b0418fa5a0;6bbfc12e-5e78-46f6-8766-a0cf3eebd41e;2025-01-01;356;349;95
97832402-845b-4585-ba91-93faaa3fe4e9;98df03af-ac56-4bca-a8ec-9fafc7ab44e7;2025-01-01;2971;189;88
25ebad36-6663-4ec1-b453-e6da4d1d83e8;dfd6ec06-2c82-417c-b928-bf8bccb544ff;2025-01-01;3008;172;52
a6cd1e97-4206-4660-97ee-ccbb1083f06a;b563a5f5-7b75-48ba-a21d-2780b2c6de7c;2025-01-01;4177;15;94
fc7b4515-1cd6-415b-b91e-5dacbe559947;8eea5949-c173-4644-8bca-f1abefc81795;2025-01-01;1044;297;2
dc3c66cb-1703-472d-bc5f-1da22857b340;25155412-0b65-45f9-82ff-e8ceb45172a0;2025-01-01;9477;651;54
7d7e0eb2-77fb-4a79-add9-8dde84b166c7;c077aa34-00c4-40b2-8870-e5866d4c9a98;2025-01-01;8385;612;55
74d50266-6959-40b5-84bb-abcc9ded0dc3;9d4d7404-1751-4697-88b2-15dcf64ba4fc;2025-01-01;5010;581;30
1d083a73-b193-45f4-a339-85cd90b60354;8ffdafd3-9d97-4561-9eab-efb8fd024aef;2025-01-01;7496;202;3
1f27de88-7bb9-43ce-821c-0984075167ba;146bc27d-00dd-4454-918d-9a762fb4bb01;2025-01-01;7446;642;76
906f6675-af91-43ba-ac4e-a4cdbdb1e449;3ab7fb4f-fac8-4cf9-b21a-2537797164bd;2025-01-01;7348;358;64
56549be3-6c45-43c9-ba9e-a4bfb45f38f3;f927db62-c45b-4b36-9f8b-1a84a58aaca5;2025-01-01;1957;490;46
b77ba2d5-a7d8-4943-80c4-340287d1a03a;dba59fee-6dfc-47cd-87f6-b6d7092510fc;2025-01-01;5532;623;48
112c59b1-3efe-4ca3-a54f-cfb3011797b0;510fbad2-c593-40a8-883f-01fe8413c096;2025-01-01;876;677;75
a10c4cf3-ab8f-435b-a442-8d5a0d31bf3f;0ac17896-83da-4218-bc23-e0757258e4ff;2025-01-01;3553;592;95
b99ad2a5-f036-4883-a784-785f394d1dfe;8ffdafd3-9d97-4561-9eab-efb8fd024aef;2025-01-01;7521;738;16
700f4a8f-3ab7-4189-9dff-248ed59af8a2;9333b693-18aa-40d4-bb1d-54defcd88952;2025-01-01;3227;415;85
2ecfa79f-40ad-4e86-b6a9-e7620ab8fbb4;dcca0b7e-4cd6-4b95-8dab-c00d53be6b2d;2025-01-01;2560;166;61
d028e2d9-347a-4f03-b52c-6d5c71c77384;6ce44609-935a-4eb1-8cff-ba4665c9761f;2025-01-01;5298;653;58
1f0e1d5e-04ba-4590-9790-5b95fcb291b7;356031a6-eed1-4c32-b6f7-cb11d278e2e9;2025-01-01;5339;371;10
0c650d5d-b352-48af-b32d-613f42e5b5bd;0c4bf4cc-64e4-4c04-9edd-ef6421f61408;2025-01-01;8383;200;21
eaa49ba1-ceba-4b95-a870-9d1e20f78fa4;d82c8591-674e-4316-b4e8-393d86d8708f;2025-01-01;6738;498;1
d549258b-1c10-4a24-93a1-b4cfcf4e9e72;cb2713f9-57fc-4936-90ae-761c7eca43f0;2025-01-01;7284;892;1
6315a320-8e20-4907-a3c5-aadb237d0b3a;0a53fda1-0c04-4469-ada7-de58e83408b7;2025-01-01;8074;875;46
548fe151-f81c-4e19-a0fc-1e626ba503d5;41c85226-edf0-4f3a-8c61-45e2c0b9373e;2025-01-01;4571;880;89
71a55b10-b5b1-4813-b67e-6bd99a44e89e;8aad5a73-a27b-4574-9449-f71f670d8297;2025-01-01;3755;181;7
eb0315e3-ddcc-4681-accf-9bbcd782bed1;595136ac-51d2-4f2b-bed2-654ed41dcaf4;2025-01-01;5360;288;65
eecb9f5a-6bbd-41a9-87a0-a58a0903c870;8a2147e1-d860-4ffa-b57f-1e72b470bd4e;2025-01-01;6352;197;99
8e9f1992-69a3-4880-b87e-8dff34358c9f;467f13d7-0c65-4dce-a874-690783a27f32;2025-01-01;6750;311;84
c0997af0-a35c-4c94-b613-5b45b033847b;414f1101-b3b5-41e2-a2e3-34f413f417f0;2025-01-01;4304;314;47
744d38ec-7ce2-467e-8ec8-e56b67371308;e036dbe0-47bc-491b-9a6c-b1541d8792af;2025-01-01;1250;447;65
f8884f66-e8dd-4e54-b760-505b2b73d0c9;da642ba9-4551-4cf7-82aa-dd541a995f27;2025-01-01;2886;300;24
2eba9efd-ab8e-4420-b322-0b13ae678e82;bbf6d8a0-d53a-49b0-acc9-298981347a7c;2025-01-01;6477;15;65
7f53b148-aec3-4b3e-bf92-140f57c434b6;f5bdbd30-bba8-4555-a574-0a23adbe1f67;2025-01-01;2764;26;28
01bf109f-954a-43ae-a51d-b1c467afbc84;2d484fba-3d74-471b-937f-524623a0e9fc;2025-01-01;9300;678;66
b18758b3-ca90-4a30-97ff-bd804e282c9b;ca4c6cba-7044-46b5-bb14-1db5443b287c;2025-01-01;8652;380;95
4ef7e2ba-cbb2-48a2-8a8b-1b5fdedd17b4;c03272f8-2cfe-42b8-9adf-14749f833f38;2025-01-01;8662;283;61
600456fb-5637-4bc7-9a72-55fdd6edd4b3;c4369e95-3415-4b39-a50f-88f88c28d303;2025-01-01;5970;717;44
7b43b213-7dd2-4e55-a615-7a902fb16263;f3225be3-5b85-49f6-9783-c67f82126202;2025-01-01;4961;347;77
8ac3e6fe-04fe-4a9b-84d6-3b02314559d4;d1630440-b72c-487e-b308-d3b36cfa2bf5;2025-01-01;4039;20;99
85a2b177-1494-465b-bb56-b4e31f88db71;1b713fb1-a7a2-47be-8ef5-34bca98d9494;2025-01-01;5979;224;69
a0787a0c-a48c-4fce-b030-b176e021190a;e25185a7-d4f5-41f4-a789-bb44d2375160;2025-01-01;5222;156;22
c7e89932-6a72-4d44-9260-82c21eb5ee3f;358cb167-0f46-462d-b22b-56aaaff8018c;2025-01-01;1076;407;21
b0b8f6ab-d2ec-4f3b-87a6-9c4db4d39856;9a9c786e-38e1-49e9-9d0b-8ce29757d25b;2025-01-01;8253;101;64
6d629cc2-4930-4a75-9f3a-de8e651eea4e;119f266b-4be8-448c-9052-b05fb716767f;2025-01-01;6406;324;13
3a04cd61-494c-413b-a0f5-25cc6725dc59;d8c01ed3-3c9a-4ff1-8f9a-c95ab46edfc0;2025-01-01;921;318;89
4c09a1ce-fb5e-4929-87f9-91922cecf8d5;a3bf6783-7b05-4b7d-bfa1-2d251496abbe;2025-01-01;3379;727;49
d9cdd344-073e-463c-8c39-2ae11975ca25;b7163bec-fb47-4ceb-ac76-60f43b46c10c;2025-01-01;8394;365;94
b668825f-831e-4e95-852c-dad07e54cabf;db274da4-d1da-4566-a01d-80ec24afe717;2025-01-01;7340;99;49
10132770-c5f9-406e-a263-fcc021f4b015;13a2da21-833b-48b2-aa05-9cfcb1e3592c;2025-01-01;3217;91;94
b8e309fc-0f9e-4b3a-87bd-ab1d001e5f2c;d49a69f5-d937-4b9a-be53-496bc5663c8a;2025-01-01;1249;836;46
b035b731-54c6-42fb-a9f9-eebec0014e46;94ec4660-2f85-4d5c-8f75-82b6e91d5fe9;2025-01-01;8839;80;88
fadbfd4d-0812-4b3b-811e-c228a0e02029;ac64e220-470f-4d6a-bd92-67599403acfc;2025-01-01;6012;271;73
da2fc8f1-baa9-40b3-b19f-19c76fd16210;5363f13b-9436-435e-8c65-b243c99150d0;2025-01-01;6734;305;62
ce54f070-bb80-4579-ac39-3ed703963329;04805723-e858-4e79-a23f-c9b482b429b0;2025-01-01;1673;454;83
2d721efc-b665-4f66-b024-3545dcb7c0df;183c6cf2-39a0-4007-afc7-f811c30ec2db;2025-01-01;1719;826;2
85abe095-eb77-466e-9fad-a4453c89c2db;0a992c2b-6da6-495e-a615-30bdf7a59f13;2025-01-01;9060;354;99
30edbd97-c4b2-486b-8d22-0fc6341fb37c;7b9d18c7-887a-45af-af8f-72bcac749070;2025-01-01;1029;856;7
c2f3bba0-6ad1-42fd-8f07-25605810bba0;db29423e-7f3a-4b46-937f-09b85283f907;2025-01-01;5424;382;99
29a5654b-7e9a-4d3c-8d60-9c179132ea0f;48aeb111-f690-4e71-aeb3-7b917e962fa3;2025-01-01;2485;230;36
0deb61a0-3c38-4709-aa23-c02760fac4fb;2e72b139-06e0-4fb5-8a03-b6a5a1fec270;2025-01-01;5775;241;97
5359636c-4bd3-4942-b2fa-fa84c4404534;585eabe0-e19b-4ac5-b64c-109926e48219;2025-01-01;9789;544;90
7fea7a5e-19ab-493e-9bee-903c24ee3870;fec3fae1-d76c-42ff-a280-8d0630e61c41;2025-01-01;9270;397;23
1d71e11d-295c-49fd-83a9-4202be987e0f;cadf7289-390b-4c14-bf72-7000d40c66b0;2025-01-01;9841;680;30
740913b6-3595-4c83-9abd-70e0a97cad06;11123104-0689-4fc4-880d-792fcba677d6;2025-01-01;8011;38;96
c0140c5e-213d-4edb-b796-a42771ae4830;a78d6208-1f93-495f-a2cc-813ae0245945;2025-01-01;2863;188;82
5c2d0b8a-8f77-427b-b0a0-67102976b1d8;e8faabea-b637-4484-8e94-32bf9b23fd95;2025-01-01;5793;399;65
5005c3cf-4027-488a-999e-6f9dcab083b6;68b22ab0-e639-46f9-ac7b-3ce6f3d7b4dd;2025-01-01;6905;169;15
489afdd8-446c-40ef-8f98-f3458d9fb9f9;30238c3d-44f3-4729-96ed-f79fe0b728a8;2025-01-01;322;426;55
6a2d5cf6-1eff-42f0-870c-ffffb33c145a;552b2643-4e4c-4a77-886e-17010de58edc;2025-01-01;2543;120;47
e30565d4-22ad-4503-b111-696fdf514ac0;8857345c-6c42-4b43-bd56-fe7bb37289ec;2025-01-01;3457;938;99
b1e7b95a-e485-4735-8571-b95150ad0fab;de63c03b-8f66-42b4-951a-4b8a4d0651df;2025-01-01;2508;113;2
438f5066-7197-41d1-b233-dc91ad1deebd;12449902-3baf-4c70-b547-7206703ee1ac;2025-01-01;1226;153;22
9b2cb92d-2faf-48e3-9340-9ec9e02a75c0;c4ca937f-8420-4125-838b-31e1d9a98620;2025-01-01;2552;256;59
5f59bbb2-7ee2-43df-86fe-bb2b2cca2604;76a863eb-c525-495e-9aa3-bd776496e99c;2025-01-01;7865;994;39
a0060a16-767a-4559-b860-dd6ddabd5627;79c65e87-a28b-4eb0-950c-c51d140452e4;2025-01-01;8075;999;9
71f89e90-403e-4ef8-95e5-7c6eae71945e;58740909-6321-46e9-b909-774451f30bcc;2025-01-01;2240;521;94
819974a1-839a-4e16-b800-d1684469aa45;74981e41-0431-4a8f-a6d9-d65858382127;2025-01-01;7583;301;29
d9cc370e-76e9-44ad-ac00-0c31c7294eca;dfd6ec06-2c82-417c-b928-bf8bccb544ff;2025-01-01;8154;146;2
4455dc81-8b5f-4514-b92c-3cfe9667df62;f355dab8-270d-441e-859c-ef1c034a66f9;2025-01-01;1242;185;32
b1161fde-4f6b-4437-8354-6acb992a82fd;9e81a5c3-62e3-4e50-9736-84e568b7342b;2025-01-01;1270;458;40
d25e4cca-9138-45c1-98f3-abbb84b0400e;bba7a942-a9e7-43cd-853f-63e8dc386229;2025-01-01;521;727;90
072be2b9-86d1-49ed-aecc-b07764d9fe4c;015cd931-586a-4e8a-a470-4cc058fc04fc;2025-01-01;60;87;79
d84c3350-a191-420d-bbac-d88428c0b91a;45041e05-cb56-4cf2-a678-5f1a0f86e24c;2025-01-01;5709;447;29
fab002cc-3ce3-419c-931f-111a90d20f1c;94009203-702d-42ba-a645-0ff142bed5f0;2025-01-01;5100;716;78
408380df-e252-4090-b2cb-f775420fdfba;082e4703-ca48-45f7-bd7b-ad50c76981e8;2025-01-01;2128;904;9
fde99f60-bce5-4110-9f9f-36973faaee50;94b15b98-9e2e-41b6-ad39-8b7ba53b096b;2025-01-01;3504;37;95
50bd4953-c881-4938-b123-b6e890cb3664;8eea5949-c173-4644-8bca-f1abefc81795;2025-01-01;7858;660;43
554b4854-43e1-4f4b-aff3-4542e0690306;d71b96f8-a36f-4d3a-8bef-77350e5cafca;2025-01-01;2055;533;2
f04c7e82-17c2-40bd-9699-4bd931068655;f6d58102-7aa6-4c89-b9ea-ce5010429043;2025-01-01;3139;642;53
eac9f1bb-ceda-41d7-a9d7-35aa666ac61b;5e04304f-d8f3-4ad1-9c46-0b15cc661d69;2025-01-01;174;801;62
708e8320-884b-4b68-83f9-56f42b0ae211;7c718c61-9dfb-4ae9-9f8b-f02360d6ae18;2025-01-01;9448;97;91
cfdb7c2a-6e62-4d27-be95-e1500270bb63;1c209f10-6357-4ca1-9e2a-67a0ea78ed4f;2025-01-01;2113;127;30
778f49d8-8579-49b2-b0dd-29fd336f183f;154f15eb-d4b2-4b62-8088-90920093ceec;2025-01-01;2016;807;79
b311247d-6dcb-41f7-b308-1a9fba992578;daf72a1f-2a87-4cd3-977f-b444ccd0ba10;2025-01-01;5751;375;30
0e945601-a426-479c-beda-a5530096cd15;7d519fc2-4ab3-432a-9478-25be52cc0bb8;2025-01-01;1250;89;15
48c275fb-c508-4644-9024-ac9acedc3f11;494259e0-f582-409a-991d-a391c947ec1b;2025-01-01;6888;698;26
92099cd4-8b1e-41fd-ba1e-e71efb040fb9;bdec5948-144f-48e0-a349-7e5a24be2683;2025-01-01;1586;399;19
7ae39116-cfc4-43a1-8eb7-a915ed8684d7;49f8ed8b-6ccc-4a39-be02-76132ba56d3d;2025-01-01;5587;79;77
6e9945e5-d946-48eb-bdb6-1d7ace0fca05;d7b1ac3f-a0f0-4b7e-b046-3d0d4ffdc6ab;2025-01-01;6064;798;79
abe180b2-5d4a-474d-8792-e7d8a1577672;cd53b6d6-8b0c-4f5a-b914-62b9f87123d4;2025-01-01;7276;800;17
993b283e-5e41-4f2d-8eb8-97958c4c2f66;f1b9c77d-6e75-4800-9581-7a801de65757;2025-01-01;8699;25;70
04553eed-58e6-47cc-8769-618b71250c86;8af7fc01-e887-41cb-bbec-cbddfafa0c64;2025-01-01;818;316;83
4cb288bb-0913-4d4b-b00a-51b1d386ba92;531277b9-b884-46a4-b46b-76fc50b4894e;2025-01-01;105;182;68
72404bfc-9c29-483f-a03d-a0cccf41b5a6;2f73a6d5-2ebc-4e3f-86ba-0582b8418559;2025-01-01;8786;842;95
d6fa2023-d4c8-486c-9707-9544d756f13f;e7b3c8ee-19f6-4f0b-82b2-e88e8034a988;2025-01-01;10;73;72
7ffc2e23-6fb2-4138-9a95-3e579db80a39;7b9d18c7-887a-45af-af8f-72bcac749070;2025-01-01;2515;97;39
d54856bd-95bc-4e79-a5d1-9e2b50a0b8d6;6bbfc12e-5e78-46f6-8766-a0cf3eebd41e;2025-01-01;446;631;87
31b24e51-2315-427b-baa7-94d2405b87f6;f5bdbd30-bba8-4555-a574-0a23adbe1f67;2025-01-01;2170;19;26
045f9a86-92f0-4c72-bb8e-4849d9aa0cab;7654a671-017d-4859-b01e-15d136d6289b;2025-01-01;4099;103;61
b69b8eb8-32a0-46fb-9c84-73c7dd29e501;72adf109-2531-4438-9592-af949fcbcab8;2025-01-01;7147;466;66
522ea009-e42e-44f4-948c-77c7a7e88136;36c5f665-2812-4b84-a6ba-de59668278c5;2025-01-01;4086;111;14
d6a18f75-cd27-4123-8dfc-5517bbf5c8ad;9333b693-18aa-40d4-bb1d-54defcd88952;2025-01-01;8170;845;31
8ddaea65-0ab5-4c82-9348-341d79a7593c;8c696368-5fb7-4033-97c0-5544df5f56bf;2025-01-01;5797;161;46
321a0667-7362-4eaf-8ccc-3923a0d92c9a;22b7be10-8fd9-4c3f-9dc2-60b7cf97e02d;2025-01-01;8343;270;4
2435de2c-694f-4717-8996-d6bb34dcc5fb;2426a307-34b3-48f9-b3a3-ebc3feefc03a;2025-01-01;618;945;15
ca85eb48-9d13-4e90-9e90-537145886cd1;d4c04436-1af5-461a-9347-dbdb9a61768e;2025-01-01;9331;624;61
cdfbea2c-0acc-4bce-980a-df3fc12f94c8;5f238014-5ed1-4fd3-bbf3-6c2a96aba666;2025-01-01;6325;975;13
f6844221-4302-4d1f-b4a5-5e8d3daaacdc;f3d213af-01b0-4a2c-9e47-c092ef5a259a;2025-01-01;5946;636;50
d86445af-2f9f-44ab-820e-32c284b2a831;036f1556-530c-4afa-9433-c94f716882ce;2025-01-01;4806;106;21
18f2a5fe-1374-4804-88dd-3f11b99082ed;40f497a4-dda1-47e8-aab5-946e1b3b64aa;2025-01-01;424;925;55
8ba6fe18-5164-47a3-9024-4bfd72a33249;bab49818-5201-4c8b-b260-91d0fb9194fc;2025-01-01;5063;618;22
4868d7c5-98b9-410c-9d2c-98d43b1dca39;4323c02e-f43e-4bc6-8478-4eace2042353;2025-01-01;3091;52;83
e8d2e47e-2dd3-414c-a53e-914d9e7cf5b0;d736cf4e-bf76-4cc3-996c-8db1de150ed5;2025-01-01;6538;669;89
743959fb-c045-49d8-aed4-ffe80f5dc71b;95ba56bd-567a-4cce-afc0-c013ee38f2e3;2025-01-01;1200;454;40
